campaign_id,campaign,medium,source,partner,app_device_type,campaign_platform,campaign_date_utc,spend,clicks
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-18,450.61,766
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-20,1048.82,"1,187"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-25,1027.76,"1,357"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-29,960.41,"1,084"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-05,2204.7,"1,846"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-14,1003.54,"1,247"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-19,1040.62,"1,246"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-02,2442.39,"4,477"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-07,2521.85,"5,745"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-08,2439.9,"5,221"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-11,2701.37,"5,911"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-22,2375.42,"5,245"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-23,2116.52,"5,078"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-26,2389.39,"4,763"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-29,2434.12,"4,621"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-03,2435.39,"2,155"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-07,1698.14,"11,926"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-22,32.2,11
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-24,22.84,8
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-29,561.97,390
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-03,399.63,736
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-04,417.95,727
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-06,251.84,396
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-24,1023.88,"1,083"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-26,1010.64,"1,427"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-27,1014.95,"1,651"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-04,1992.07,"1,202"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-06,530.72,"1,261"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-09,91.02,431
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-10,254.39,791
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-12,2104.14,"2,511"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-21,2378.09,"2,771"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-24,2568.45,"4,238"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-26,2599.36,"4,587"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-01,2451.73,"4,503"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-15,2486.6,"5,189"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-18,2411.52,"4,116"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-19,2455.64,"5,256"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-20,2468.33,"5,300"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-24,2332.47,"4,302"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-01,2458.28,"3,392"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-06,2445.72,"19,755"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-21,2.25,1
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-23,18.89,11
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-15,438,813
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-22,768.56,783
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-28,982.64,"1,175"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-30,1160.22,"1,222"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-02,2043.96,"1,810"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-11,1119.84,"1,212"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-16,1066.85,"1,382"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-18,1234.35,"1,029"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-25,2630.39,"4,419"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-27,2432.86,"4,558"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-03,2449.87,"4,676"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-04,2677.23,"3,660"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-06,2587.01,"4,131"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-09,2382.72,"5,310"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-10,2527.15,"6,251"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-14,2492.27,"4,229"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-16,2283.11,"4,035"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-17,2245.39,"3,968"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-21,2446.02,"5,680"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-25,2394.31,"3,574"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-27,2348.88,"4,361"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-28,2286.12,"4,155"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-04,2398.68,"3,492"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-05,2436.59,"12,790"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-27,999.99,510
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-28,839.36,480
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-30,367.2,571
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-01,278.73,352
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-05,420.32,435
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-08,261.49,357
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-14,359.9,631
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-16,414.71,640
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-17,446.17,817
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-19,579.47,740
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-21,797.83,936
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-23,995.12,"1,123"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-01,2060.61,"1,667"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-03,2010.95,"1,759"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-07,1098.43,"2,600"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-08,178.91,743
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-13,2253.53,"2,657"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-15,1022.87,"1,193"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-17,838.86,"1,166"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-20,1895.84,"2,138"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-22,3946.23,"6,018"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-23,3094.88,"5,514"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-28,2404.91,"3,679"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-29,2284.82,"3,675"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-30,1992.62,"3,903"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-05-31,1811.63,"3,097"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-05,2521.27,"4,532"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-12,2504.48,"5,203"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-13,2542.92,"4,595"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-06-30,2237.89,"3,066"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-02,2430.09,"2,543"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-08,2506.91,"12,866"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-07-09,165.78,"1,396"
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-25,236.01,116
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-26,1001.16,417
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-03-31,454.3,679
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-02,733.2,948
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-07,582.69,431
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-09,450.97,512
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-10,487.13,502
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-11,458.67,619
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-12,417.79,820
19851632330,Onfy_UA_PerfMax,,google,onfy,android,,2023-04-13,308.45,502
20168581656,Shopping_new,,google,onfy,android,,2023-05-23,746.44,"1,007"
20168581656,Shopping_new,,google,onfy,android,,2023-05-26,412.77,600
20168581656,Shopping_new,,google,onfy,android,,2023-06-05,105.84,253
20168581656,Shopping_new,,google,onfy,android,,2023-06-06,514.13,779
20168581656,Shopping_new,,google,onfy,android,,2023-06-08,39.06,63
20168581656,Shopping_new,,google,onfy,android,,2023-06-10,54.76,104
20168581656,Shopping_new,,google,onfy,android,,2023-06-11,706,"1,297"
20168581656,Shopping_new,,google,onfy,android,,2023-06-17,386.04,590
20168581656,Shopping_new,,google,onfy,android,,2023-06-19,700.51,964
20168581656,Shopping_new,,google,onfy,android,,2023-06-21,704.47,"1,071"
20168581656,Shopping_new,,google,onfy,android,,2023-06-22,122.6,194
20168581656,Shopping_new,,google,onfy,android,,2023-06-24,261.1,378
20168581656,Shopping_new,,google,onfy,android,,2023-06-25,703.99,999
20168581656,Shopping_new,,google,onfy,android,,2023-06-27,402.69,758
20168581656,Shopping_new,,google,onfy,android,,2023-06-29,89.4,245
20168581656,Shopping_new,,google,onfy,android,,2023-07-02,36.8,249
20168581656,Shopping_new,,google,onfy,android,,2023-07-03,273.5,"2,206"
20168581656,Shopping_new,,google,onfy,android,,2023-07-04,362.72,"3,204"
20168581656,Shopping_new,,google,onfy,android,,2023-07-05,708.04,"3,811"
20168581656,Shopping_new,,google,onfy,android,,2023-05-21,4.46,7
20168581656,Shopping_new,,google,onfy,android,,2023-06-01,11.26,88
20168581656,Shopping_new,,google,onfy,android,,2023-06-04,15.09,109
20168581656,Shopping_new,,google,onfy,android,,2023-06-09,43.54,72
20168581656,Shopping_new,,google,onfy,android,,2023-06-18,609.41,912
20168581656,Shopping_new,,google,onfy,android,,2023-06-20,703.37,"1,043"
20168581656,Shopping_new,,google,onfy,android,,2023-06-23,25.99,44
20168581656,Shopping_new,,google,onfy,android,,2023-06-28,145.07,326
20168581656,Shopping_new,,google,onfy,android,,2023-07-07,59.82,273
20168581656,Shopping_new,,google,onfy,android,,2023-05-20,0.45,1
20168581656,Shopping_new,,google,onfy,android,,2023-05-24,725.87,792
20168581656,Shopping_new,,google,onfy,android,,2023-05-28,466.45,785
20168581656,Shopping_new,,google,onfy,android,,2023-05-29,404.36,627
20168581656,Shopping_new,,google,onfy,android,,2023-05-30,70.11,179
20168581656,Shopping_new,,google,onfy,android,,2023-05-31,15.22,117
20168581656,Shopping_new,,google,onfy,android,,2023-06-03,6.54,45
20168581656,Shopping_new,,google,onfy,android,,2023-06-07,127.82,200
20168581656,Shopping_new,,google,onfy,android,,2023-06-13,702.27,"1,015"
20168581656,Shopping_new,,google,onfy,android,,2023-06-26,596.81,952
20168581656,Shopping_new,,google,onfy,android,,2023-06-30,23.13,116
20168581656,Shopping_new,,google,onfy,android,,2023-07-01,3,19
20168581656,Shopping_new,,google,onfy,android,,2023-07-06,460.29,"2,385"
20168581656,Shopping_new,,google,onfy,android,,2023-07-08,27,126
20168581656,Shopping_new,,google,onfy,android,,2023-05-22,53.87,61
20168581656,Shopping_new,,google,onfy,android,,2023-05-25,701.59,767
20168581656,Shopping_new,,google,onfy,android,,2023-05-27,174.97,293
20168581656,Shopping_new,,google,onfy,android,,2023-06-02,6.09,49
20168581656,Shopping_new,,google,onfy,android,,2023-06-12,702.44,"1,337"
20168581656,Shopping_new,,google,onfy,android,,2023-06-14,713.45,945
20168581656,Shopping_new,,google,onfy,android,,2023-06-15,483.57,657
20168581656,Shopping_new,,google,onfy,android,,2023-06-16,133.07,196
20168581656,Shopping_new,,google,onfy,android,,2023-07-09,11.08,69
20168824731,Video Conversions - 2023-05-20,,google,onfy,android,,2023-05-22,280,153
20168824731,Video Conversions - 2023-05-20,,google,onfy,android,,2023-05-23,5.69,3
20168824731,Video Conversions - 2023-05-20,,google,onfy,android,,2023-05-21,117.84,114
20168824731,Video Conversions - 2023-05-20,,google,onfy,android,,2023-05-20,0,0